simTime,MCCIndex,specWeatherModel
9.7,2,25.2321
9.70001,2,7.57257
9.7,3,75.2135
9.70001,3,75.2135
9.7,4,46.736
9.70001,4,46.736
9.8,0,24.6237
9.80001,0,24.6237
9.8,1,107.715
9.80001,1,107.715
9.8,2,7.57257
9.80001,2,7.57257
9.8,3,75.2135
9.80001,3,75.2135
9.8,4,46.736
9.80001,4,46.736
9.9,0,24.6237
9.90001,0,31.3811
9.9,1,107.715
9.90001,1,107.715
9.9,2,7.57257
9.90001,2,7.57257
9.9,3,75.2135
9.90001,3,75.2135
9.9,4,46.736
9.90001,4,46.736
10,0,31.3811
10.00001,0,31.3811
10,1,107.715
10.00001,1,107.715
10,2,7.57257
10.00001,2,7.57257
10,3,75.2135
10.00001,3,75.2135
10,4,46.736
10.00001,4,46.736
10.1,0,31.3811
10.10001,0,49.589
10.1,1,107.715
10.10001,1,107.715
10.1,2,7.57257
10.10001,2,7.57257
10.1,3,75.2135
10.10001,3,75.2135
10.1,4,46.736
10.10001,4,40.6861
10.2,0,49.589
10.20001,0,49.589
10.2,1,107.715
10.20001,1,98.4761
10.2,2,7.57257
10.20001,2,29.293
10.2,3,75.2135
10.20001,3,75.2135
10.2,4,40.6861
10.20001,4,40.6861
10.3,0,49.589
10.30001,0,49.589
10.3,1,98.4761
10.30001,1,98.4761
10.3,2,29.293
10.30001,2,29.293
10.3,3,75.2135
10.30001,3,75.2135
10.3,4,40.6861
10.30001,4,47.2516
10.4,0,49.589
10.40001,0,49.589
10.4,1,98.4761
10.40001,1,98.4761
10.4,2,29.293
10.40001,2,29.293
10.4,3,75.2135
10.40001,3,81.7523
10.4,4,47.2516
10.40001,4,47.2516
10.5,0,49.589
10.50001,0,49.589
10.5,1,98.4761
10.50001,1,98.4761
10.5,2,29.293
10.50001,2,29.293
10.5,3,81.7523
10.50001,3,81.7523
10.5,4,47.2516
10.50001,4,47.2516
10.6,0,49.589
10.60001,0,31.8354
10.6,1,98.4761
10.60001,1,98.4761
10.6,2,29.293
10.60001,2,13.6429
10.6,3,81.7523
10.60001,3,81.7523
10.6,4,47.2516
10.60001,4,47.2516
10.7,0,31.8354
10.70001,0,45.9935
10.7,1,98.4761
10.70001,1,98.4761
10.7,2,13.6429
10.70001,2,13.6429
10.7,3,81.7523
10.70001,3,81.7523
10.7,4,47.2516
10.70001,4,47.2516
10.8,0,45.9935
10.80001,0,45.9935
10.8,1,98.4761
10.80001,1,115.11
10.8,2,13.6429
10.80001,2,13.6429
10.8,3,81.7523
10.80001,3,57.1433
10.8,4,47.2516
10.80001,4,65.1047
10.9,0,45.9935
10.90001,0,45.9935
10.9,1,115.11
10.90001,1,115.11
10.9,2,13.6429
10.90001,2,13.6429
10.9,3,57.1433
10.90001,3,65.569
10.9,4,65.1047
10.90001,4,65.1047
11,0,45.9935
11.00001,0,45.9935
11,1,115.11
11.00001,1,115.11
11,2,13.6429
11.00001,2,10.3519
11,3,65.569
11.00001,3,65.569
11,4,65.1047
11.00001,4,65.1047
11.1,0,45.9935
11.10001,0,45.9935
11.1,1,115.11
11.10001,1,115.11
11.1,2,10.3519
11.10001,2,33.7034
11.1,3,65.569
11.10001,3,65.569
11.1,4,65.1047
11.10001,4,49.1861
11.2,0,45.9935
11.20001,0,45.9935
11.2,1,115.11
11.20001,1,115.11
11.2,2,33.7034
11.20001,2,33.7034
11.2,3,65.569
11.20001,3,65.569
11.2,4,49.1861
11.20001,4,49.1861
11.3,0,45.9935
11.30001,0,45.9935
11.3,1,115.11
11.30001,1,115.11
11.3,2,33.7034
11.30001,2,33.7034
11.3,3,65.569
11.30001,3,77.179
11.3,4,49.1861
11.30001,4,49.1861
11.4,0,45.9935
11.40001,0,45.9935
11.4,1,115.11
11.40001,1,115.11
11.4,2,33.7034
11.40001,2,33.7034
11.4,3,77.179
11.40001,3,89.4709
11.4,4,49.1861
11.40001,4,49.1861
11.5,0,45.9935
11.50001,0,68.2101
11.5,1,115.11
11.50001,1,115.11
11.5,2,33.7034
11.50001,2,36.7703
11.5,3,89.4709
11.50001,3,89.4709
11.5,4,49.1861
11.50001,4,49.1861
11.6,0,68.2101
11.60001,0,68.2101
11.6,1,115.11
11.60001,1,115.11
11.6,2,36.7703
11.60001,2,36.7703
11.6,3,89.4709
11.60001,3,65.4372
11.6,4,49.1861
11.60001,4,49.1861
11.7,0,68.2101
11.70001,0,68.2101
11.7,1,115.11
11.70001,1,117.304
11.7,2,36.7703
11.70001,2,36.7703
11.7,3,65.4372
11.70001,3,65.4372
11.7,4,49.1861
11.70001,4,50.9759
11.8,0,68.2101
11.80001,0,68.2101
11.8,1,117.304
11.80001,1,117.304
11.8,2,36.7703
11.80001,2,36.7703
11.8,3,65.4372
11.80001,3,65.4372
11.8,4,50.9759
11.80001,4,50.9759
11.9,0,68.2101
11.90001,0,68.2101
11.9,1,117.304
11.90001,1,117.304
11.9,2,36.7703
11.90001,2,36.7703
11.9,3,65.4372
11.90001,3,80.4151
11.9,4,50.9759
11.90001,4,50.9759
12,0,68.2101
12.00001,0,46.8771
12,1,117.304
12.00001,1,118.132
12,2,36.7703
12.00001,2,36.7703
12,3,80.4151
12.00001,3,105.33
12,4,50.9759
12.00001,4,72.8042
12.1,0,46.8771
12.10001,0,35.0556
12.1,1,118.132
12.10001,1,118.132
12.1,2,36.7703
12.10001,2,33.7399
12.1,3,105.33
12.10001,3,107.596
12.1,4,72.8042
12.10001,4,72.8042
12.2,0,35.0556
12.20001,0,35.0556
12.2,1,118.132
12.20001,1,118.132
12.2,2,33.7399
12.20001,2,51.2316
12.2,3,107.596
12.20001,3,107.596
12.2,4,72.8042
12.20001,4,72.8042
12.3,0,35.0556
12.30001,0,31.9808
12.3,1,118.132
12.30001,1,118.132
12.3,2,51.2316
12.30001,2,65.2167
12.3,3,107.596
12.30001,3,113.231
12.3,4,72.8042
12.30001,4,72.8042
12.4,0,31.9808
12.40001,0,31.9808
12.4,1,118.132
12.40001,1,118.132
12.4,2,65.2167
12.40001,2,65.2167
12.4,3,113.231
12.40001,3,131.063
12.4,4,72.8042
12.40001,4,68.6454
12.5,0,31.9808
12.50001,0,31.9808
12.5,1,118.132
12.50001,1,118.132
12.5,2,65.2167
12.50001,2,65.2167
12.5,3,131.063
12.50001,3,131.063
12.5,4,68.6454
12.50001,4,68.6454
12.6,0,31.9808
12.60001,0,31.9808
12.6,1,118.132
12.60001,1,118.132
12.6,2,65.2167
12.60001,2,65.2167
12.6,3,131.063
12.60001,3,106.789
12.6,4,68.6454
12.60001,4,72.2995
12.7,0,31.9808
12.70001,0,31.9808
12.7,1,118.132
12.70001,1,118.132
12.7,2,65.2167
12.70001,2,66.0606
12.7,3,106.789
12.70001,3,98.3111
12.7,4,72.2995
12.70001,4,72.2995
12.8,0,31.9808
12.80001,0,8.9047
12.8,1,118.132
12.80001,1,118.132
12.8,2,66.0606
12.80001,2,66.0606
12.8,3,98.3111
12.80001,3,98.3111
12.8,4,72.2995
12.80001,4,72.2995
12.9,0,8.9047
12.90001,0,8.9047
12.9,1,118.132
12.90001,1,118.132
