simTime,MCCIndex,specWeatherModel
10.80001,3,76.2395
10.8,4,88.2136
10.80001,4,88.2136
10.9,0,0.116837
10.90001,0,20.5406
10.9,1,197.616
10.90001,1,197.616
10.9,2,82.8171
10.90001,2,69.1479
10.9,3,76.2395
10.90001,3,70.313
10.9,4,88.2136
10.90001,4,88.2136
11,0,20.5406
11.00001,0,20.5406
11,1,197.616
11.00001,1,197.616
11,2,69.1479
11.00001,2,69.1479
11,3,70.313
11.00001,3,70.313
11,4,88.2136
11.00001,4,88.2136
11.1,0,20.5406
11.10001,0,12.5129
11.1,1,197.616
11.10001,1,197.616
11.1,2,69.1479
11.10001,2,69.1479
11.1,3,70.313
11.10001,3,70.313
11.1,4,88.2136
11.10001,4,88.2136
11.2,0,12.5129
11.20001,0,0
11.2,1,197.616
11.20001,1,197.616
11.2,2,69.1479
11.20001,2,69.1479
11.2,3,70.313
11.20001,3,70.313
11.2,4,88.2136
11.20001,4,88.2136
11.3,0,0
11.30001,0,0
11.3,1,197.616
11.30001,1,197.616
11.3,2,69.1479
11.30001,2,44.6234
11.3,3,70.313
11.30001,3,75.6305
11.3,4,88.2136
11.30001,4,72.8861
11.4,0,0
11.40001,0,0
11.4,1,197.616
11.40001,1,186.424
11.4,2,44.6234
11.40001,2,44.6234
11.4,3,75.6305
11.40001,3,75.6305
11.4,4,72.8861
11.40001,4,56.4312
11.5,0,0
11.50001,0,0
11.5,1,186.424
11.50001,1,186.424
11.5,2,44.6234
11.50001,2,44.6234
11.5,3,75.6305
11.50001,3,75.6305
11.5,4,56.4312
11.50001,4,81.1606
11.6,0,0
11.60001,0,0
11.6,1,186.424
11.60001,1,163.522
11.6,2,44.6234
11.60001,2,44.6234
11.6,3,75.6305
11.60001,3,75.6305
11.6,4,81.1606
11.60001,4,81.1606
11.7,0,0
11.70001,0,0
11.7,1,163.522
11.70001,1,166.444
11.7,2,44.6234
11.70001,2,21.5359
11.7,3,75.6305
11.70001,3,75.6305
11.7,4,81.1606
11.70001,4,81.1606
11.8,0,0
11.80001,0,0
11.8,1,166.444
11.80001,1,166.444
11.8,2,21.5359
11.80001,2,21.5359
11.8,3,75.6305
11.80001,3,75.6305
11.8,4,81.1606
11.80001,4,81.1606
11.9,0,0
11.90001,0,0
11.9,1,166.444
11.90001,1,153.235
11.9,2,21.5359
11.90001,2,23.0844
11.9,3,75.6305
11.90001,3,74.1881
11.9,4,81.1606
11.90001,4,81.1606
12,0,0
12.00001,0,0
12,1,153.235
12.00001,1,137.917
12,2,23.0844
12.00001,2,22.5005
12,3,74.1881
12.00001,3,74.1881
12,4,81.1606
12.00001,4,76.5585
12.1,0,0
12.10001,0,0
12.1,1,137.917
12.10001,1,137.917
12.1,2,22.5005
12.10001,2,22.5005
12.1,3,74.1881
12.10001,3,74.1881
12.1,4,76.5585
12.10001,4,76.5585
12.2,0,0
12.20001,0,0
12.2,1,137.917
12.20001,1,137.917
12.2,2,22.5005
